householdID,total_ppl,own_rent,square_foot,household_income,number_pets,county,entertainment_spend_est,travel_spend_est,under_12,LL_passholder
464,3,own,3946,64849,2,York,3090,4135,2,Yes
465,2,own,2532,92269,2,Sagadahoc,3033,2332,1,No
466,4,own,2466,106828,0,Cumberland,1941,3090,2,Yes
467,2,own,2084,68450,1,Cumberland,3452,3325,3,Yes
468,3,own,3842,54340,2,York,2683,3329,1,No
469,4,own,2674,46028,1,Cumberland,2454,3322,3,Yes
470,4,rent,2472,59511,2,Cumberland,2620,4072,1,No
471,2,own,4613,74512,0,York,1995,3730,0,Yes
472,4,own,3737,60484,1,York,1787,3424,3,No
473,3,rent,2156,71214,3,Sagadahoc,2619,2552,2,No
474,4,own,3800,60546,1,York,2552,3119,2,No
475,4,rent,3969,72861,3,York,3823,3499,0,No
476,3,own,3562,82127,1,York,2598,3029,2,Yes
477,5,own,4762,60463,1,York,2868,3703,2,No
478,3,own,2272,81062,2,Cumberland,3520,3150,2,Yes
479,3,own,3563,63587,0,York,1222,3537,1,Yes
480,3,own,2065,62421,0,Cumberland,3495,3276,0,No
481,4,own,2386,56788,2,Cumberland,2399,3348,2,No
482,3,rent,2413,70181,2,Cumberland,2016,4629,3,No
483,2,own,2771,50572,2,Cumberland,2231,3628,2,Yes
484,3,rent,2685,42937,1,Sagadahoc,2476,2198,2,No
485,2,own,4620,84090,0,York,3665,4519,1,Yes
486,4,own,3758,86110,0,Cumberland,3077,4645,3,No
487,4,own,2893,78744,2,Cumberland,3596,3916,2,Yes
488,2,own,3666,103335,2,Cumberland,2157,3230,2,Yes
489,3,own,2705,44651,3,Cumberland,2629,3185,2,Yes
490,3,own,4343,94352,1,York,3012,3827,2,No
491,5,own,4080,61645,1,York,1371,3726,2,Yes
492,3,own,3199,106925,0,Cumberland,1036,2440,3,No
493,3,own,3161,70815,2,York,2429,3594,2,No
494,3,own,4052,75532,1,York,2988,4246,2,Yes
495,3,rent,2628,77534,0,Cumberland,3372,3523,3,No
496,3,rent,4855,70999,3,York,3169,3845,1,No
497,4,own,3524,69049,2,York,1521,4216,3,Yes
498,3,own,4315,98785,0,York,3146,4108,2,Yes
499,4,rent,3636,106010,2,Cumberland,3120,3146,3,No
500,3,own,3295,68390,1,Cumberland,3055,4179,1,No
501,3,own,1877,53773,2,Cumberland,2687,3428,2,Yes
502,4,own,3261,93714,0,Cumberland,2760,3735,3,No
503,4,own,4284,79421,1,York,3386,3568,1,Yes
504,4,own,3614,106291,1,York,2686,3622,3,Yes
505,3,rent,2856,53898,0,Sagadahoc,2526,2756,1,No
506,3,rent,4388,80833,0,York,1615,4792,2,No
507,4,rent,3003,63162,0,Cumberland,1898,3180,1,No
508,3,own,2853,78933,1,Cumberland,3369,3217,2,Yes
509,2,own,2645,104784,3,Cumberland,2274,3515,2,No
510,3,own,4052,57894,2,York,2217,3890,2,Yes
511,3,own,2448,33075,1,Cumberland,3831,2934,2,No
512,4,own,2469,94191,1,Cumberland,5125,3348,0,Yes
513,2,rent,2067,59038,0,Cumberland,2022,4114,1,No
514,4,own,3673,93620,2,York,2665,3401,1,No
515,3,own,4485,94771,2,York,3989,4229,2,Yes
516,3,own,2684,107483,1,Cumberland,2664,2905,2,Yes
517,3,own,3766,93585,2,York,1189,3586,2,Yes
518,3,rent,4440,62078,3,York,2298,4513,2,No
519,3,own,3222,57452,2,York,1857,4805,1,Yes
520,3,own,3829,68201,2,York,1158,4104,2,No
521,4,own,2730,84651,1,Cumberland,3244,3910,3,No
522,4,own,2611,41263,2,Cumberland,3575,3378,2,Yes
523,5,own,5076,54938,1,York,2278,4531,2,No
524,3,own,1586,37686,1,Cumberland,2674,4310,2,Yes
525,3,rent,4523,76657,2,York,3786,4285,2,No
526,4,own,2786,96406,1,Cumberland,1242,2808,2,Yes
527,4,own,3776,98211,2,York,2535,2943,2,Yes
528,3,own,2394,90483,1,Cumberland,1405,4086,2,Yes
529,3,own,3198,39997,1,Sagadahoc,2916,2850,2,No
530,4,own,1787,71408,2,Cumberland,2065,3254,2,Yes
531,2,own,4109,61627,2,York,1885,3455,2,Yes
532,3,own,3422,65891,2,York,2820,4612,2,Yes
533,3,own,4359,107648,2,York,2621,3824,2,No
534,2,own,2716,80424,0,Cumberland,2704,3361,1,No
535,4,own,3484,77916,3,York,2954,3721,3,No
536,4,own,1789,40294,1,Cumberland,2543,2993,1,No
537,4,own,3712,72874,0,York,2766,4616,1,No
538,2,own,3288,50631,1,York,3311,2831,1,Yes
539,4,own,3524,56426,1,York,2704,4157,3,No
540,2,own,4157,90976,2,York,1530,3835,1,Yes
541,2,own,2657,91996,2,Cumberland,2004,3132,2,No
542,3,own,4311,82905,2,York,2429,3982,2,Yes
543,4,rent,2054,74082,2,Cumberland,2456,2909,2,No
544,2,own,370,101644,0,Cumberland,3917,3177,1,No
545,3,own,4282,64238,2,York,3155,4907,1,Yes
546,2,own,4808,88673,2,York,2538,4304,1,No
547,3,rent,2020,53997,2,Sagadahoc,2867,2727,1,No
548,4,own,1998,71523,2,Cumberland,2595,3800,2,No
549,2,rent,1791,83674,2,Cumberland,2222,3869,2,No
550,4,own,2041,80734,1,Cumberland,3395,3789,2,No
551,4,own,4013,23898,0,York,1868,3816,2,No
552,2,own,2198,98014,2,Cumberland,3383,4650,1,No
553,3,own,2536,78793,1,Cumberland,2922,4640,1,No
554,4,own,3758,62856,1,York,2267,3504,2,Yes
555,2,own,3200,77082,2,Cumberland,2848,3236,2,No
556,1,own,3042,80781,2,Cumberland,1457,3933,0,No
557,2,own,2568,59894,2,Cumberland,3805,4772,2,No
558,2,own,2364,73518,1,Cumberland,3732,4314,1,No
559,2,rent,3061,73811,2,Cumberland,2398,3723,1,No
560,1,own,4604,64985,2,York,1656,4513,0,No
561,3,rent,1466,69448,2,Sagadahoc,2013,3557,2,No
562,3,rent,3338,75606,2,Cumberland,1926,3115,1,No
563,3,rent,2161,44620,2,Sagadahoc,2914,2707,2,No
564,3,own,2350,86795,1,Cumberland,4345,3298,2,Yes
565,4,own,3845,84418,2,York,2649,4276,1,No
566,2,rent,2994,48693,0,York,4446,3965,2,No
567,2,own,2278,52983,0,Cumberland,2458,3326,1,No
568,3,rent,3149,66139,1,Cumberland,2707,3469,2,No
569,4,own,3244,47975,3,York,1211,3098,2,No
570,3,rent,1486,82371,1,Sagadahoc,1069,3600,1,No
571,3,rent,2853,83735,2,Cumberland,3889,3391,2,No
572,2,own,3732,96210,1,York,2830,3544,2,Yes
573,5,rent,2390,83703,2,Cumberland,1383,2678,2,No
574,3,own,1989,64676,2,Cumberland,2650,3105,3,No
575,2,own,3648,73938,1,York,2499,3757,1,No
576,4,own,3918,81988,3,York,1430,3830,1,No
577,3,own,3770,85987,1,York,1680,3440,1,Yes
578,4,rent,1407,77205,0,Sagadahoc,2849,2639,2,No
579,2,own,2570,60479,1,Cumberland,2249,3127,2,Yes
580,2,own,3047,55760,2,York,2132,3806,1,Yes
581,2,rent,3057,49658,0,Cumberland,3217,4968,1,No
582,3,rent,2707,74222,1,Cumberland,1792,3471,2,No
583,3,own,2539,76637,0,Cumberland,2938,3993,2,No
584,2,own,4264,79711,0,York,3686,4235,3,Yes
585,3,rent,3143,74285,1,Sagadahoc,4082,3297,2,No
586,3,rent,3514,71801,1,Cumberland,2844,3868,2,No
587,3,own,3029,86284,1,Cumberland,2652,3735,2,Yes
588,3,own,2414,76719,2,Cumberland,3209,3987,2,Yes
589,3,own,2408,57725,2,Cumberland,1418,3426,3,No
590,3,rent,2751,65545,1,Sagadahoc,4089,1525,2,No
591,2,own,2976,59924,1,Cumberland,3287,3892,2,No
592,2,own,2089,63863,2,Cumberland,2899,3892,3,No
593,4,rent,4638,78308,3,York,3770,3168,3,No
594,4,own,4421,113219,2,York,2850,3011,3,Yes
595,3,own,3841,49926,3,York,4133,3953,2,Yes
596,4,own,3915,50702,2,York,2105,3565,2,No
597,2,own,4369,77312,4,York,4096,4191,1,No
598,3,rent,4071,63303,2,York,1419,3811,2,No
599,4,own,3608,54505,2,York,2284,3672,2,No
600,2,own,2526,98940,1,Cumberland,2178,3001,2,Yes
601,3,rent,3442,63837,2,Cumberland,2052,2198,1,No
602,3,own,3850,81101,1,Cumberland,3298,3369,1,Yes
603,2,own,2259,94087,2,Cumberland,1677,4936,1,Yes
604,3,own,1939,61161,1,Cumberland,2893,3172,2,Yes
605,3,rent,3093,66875,2,Cumberland,2577,4040,2,No
606,3,rent,2403,67849,2,Cumberland,952,3098,2,No
607,3,own,2934,59319,3,Cumberland,2455,3456,2,Yes
608,3,own,2870,56169,3,Cumberland,2957,3258,2,No
609,3,rent,2133,60162,2,Cumberland,2613,3433,2,No
610,3,own,4188,96266,1,York,2897,3949,2,Yes
611,3,own,4330,95900,2,York,3037,3668,2,Yes
612,2,own,3435,52992,1,Cumberland,2535,4169,2,No
613,4,own,2333,53418,1,Cumberland,2994,3037,2,Yes
614,2,own,2620,43985,1,Cumberland,1834,3007,1,Yes
615,3,rent,3503,63473,2,York,2391,4180,2,No
616,3,own,3575,77525,1,York,2140,3424,1,Yes
617,4,own,2905,81908,2,Cumberland,2887,3825,3,No
618,5,own,4385,90032,1,York,1920,4263,1,Yes
619,3,own,3372,44817,2,Cumberland,2778,4395,3,No
620,5,rent,3205,55445,2,Cumberland,3203,3091,3,No
621,4,rent,2405,38490,1,Sagadahoc,3501,2027,3,No
622,4,own,4258,104181,2,York,1911,3473,2,No
623,3,own,3478,85615,1,York,3080,3553,2,Yes
624,3,rent,3131,72496,1,Sagadahoc,2846,2456,2,No
625,5,own,2787,109769,2,Cumberland,2175,2605,2,No
626,3,rent,1992,59041,2,Cumberland,3002,2890,1,No
627,2,own,4197,68595,0,York,3249,4096,2,Yes
628,3,own,2022,63654,2,Cumberland,2971,4185,2,Yes
629,6,own,2732,90572,2,Cumberland,4309,2649,2,No
630,4,own,4265,53000,2,York,1262,3365,3,No
631,4,own,1960,65659,1,Cumberland,1818,2963,2,No
632,4,own,3669,111580,2,York,3035,3617,3,Yes
633,2,rent,2795,37635,2,Cumberland,3239,3494,2,No
634,5,rent,3058,47812,3,Sagadahoc,2385,3038,1,No
635,4,rent,2206,31857,2,Cumberland,1562,3602,2,No
636,3,own,3377,95620,1,York,2558,3503,2,Yes
637,2,rent,1892,73140,1,Sagadahoc,3409,2794,1,No
638,4,own,2536,68734,0,Cumberland,2748,2877,3,No
639,3,rent,2827,110664,3,Cumberland,1938,4027,2,No
640,3,own,4487,78977,1,York,4432,4186,2,Yes
641,4,own,3849,87292,2,York,2922,3984,3,Yes
642,3,rent,2746,74820,1,Cumberland,2961,3540,1,No
643,2,own,2105,94149,2,Cumberland,2286,4178,1,Yes
644,2,own,4180,105047,1,York,3314,4252,2,Yes
645,2,rent,2216,41215,3,Sagadahoc,2978,1822,2,No
646,2,own,3021,82597,1,Cumberland,3767,4055,2,Yes
647,3,own,2719,58963,0,York,1954,3664,2,Yes
648,2,own,2799,62301,3,Cumberland,1612,3425,1,No
649,3,own,2027,58851,2,Cumberland,1343,2980,2,No
650,3,rent,3991,91823,1,York,2543,3853,1,No
651,3,rent,3471,89942,1,York,2871,5046,2,No
652,3,own,2507,91241,1,Cumberland,3945,3134,2,Yes
653,3,own,4077,65816,3,York,1814,3411,2,Yes
654,3,own,2415,65844,2,Cumberland,2763,3677,2,No
655,4,own,2666,78574,3,Cumberland,4609,2963,2,No
656,3,own,2227,35714,2,Cumberland,3789,3264,2,No
657,3,own,2379,33032,2,Cumberland,1706,3962,2,Yes
658,4,own,2802,47225,1,Cumberland,1911,2954,3,Yes
659,4,own,3708,57276,2,York,2657,4091,1,No
660,2,rent,2928,104655,0,Cumberland,2942,3411,2,No
661,3,own,2963,93165,1,Cumberland,2816,3854,1,Yes
662,3,rent,2934,74038,2,Cumberland,3276,4123,2,No
663,3,rent,3054,44510,1,Cumberland,4043,3468,1,No
664,2,own,2888,31194,0,Cumberland,2800,3368,2,Yes
665,4,own,3725,40488,2,York,2962,4013,1,Yes
666,2,own,2556,89548,1,Cumberland,3209,3295,1,No
667,2,own,5396,32925,2,York,1081,3893,1,Yes
668,3,own,2775,67161,2,Cumberland,2739,4563,2,No
669,3,own,4197,58162,0,York,1989,3303,2,Yes
670,3,own,4637,75867,0,York,2326,3696,1,No
671,4,own,4921,71774,3,York,3115,4107,2,No
672,6,rent,2964,89069,1,Cumberland,2712,3546,2,No
673,4,own,3403,78633,1,Cumberland,2352,3541,2,No
674,4,own,2943,83610,1,Cumberland,2081,4077,2,Yes
675,3,rent,2794,75512,3,Cumberland,3307,4554,1,No
676,3,own,3879,59539,2,Cumberland,2528,3518,1,Yes
677,3,rent,1623,67444,1,Sagadahoc,4233,3365,1,No
678,4,own,3823,39489,1,York,2846,4836,2,Yes
679,3,rent,2720,63269,2,Cumberland,2274,3380,3,No
680,4,own,3741,56280,1,York,4000,3768,3,Yes
681,2,rent,3702,58829,3,Sagadahoc,3690,3090,2,No
682,4,own,2686,57489,1,Cumberland,2096,3886,3,Yes
683,3,own,2682,46199,2,Cumberland,2793,3829,0,Yes
684,4,rent,2225,62994,2,Cumberland,2620,3140,3,No
685,2,rent,2540,70835,2,Cumberland,2941,3440,3,No
686,3,own,3477,56234,3,Cumberland,2642,3385,3,Yes
687,3,rent,1299,82836,1,Cumberland,2877,3693,1,No
688,3,own,3184,88158,1,Cumberland,2467,3204,2,No
689,2,rent,2725,65634,2,Cumberland,3121,4112,2,No
690,5,own,3848,117894,2,Cumberland,2100,4647,2,Yes
691,3,own,2338,62613,2,Cumberland,3826,3766,2,Yes
692,4,rent,2602,53774,2,Sagadahoc,2932,3012,2,No
693,3,own,4397,99735,1,York,2679,3813,3,Yes
694,3,own,3474,77860,1,York,4038,3105,2,Yes
695,4,own,4010,84671,1,York,1575,3342,2,Yes
696,3,own,2519,91680,2,Cumberland,2566,3144,0,No
697,3,own,3409,57380,2,York,3762,3851,2,Yes
698,2,own,4075,54722,1,York,2992,3209,2,Yes
699,3,own,3629,67923,1,York,3217,3338,2,Yes
700,5,own,2072,63235,2,Cumberland,3194,3070,2,Yes
701,5,own,3067,102478,2,York,2013,3011,2,Yes
702,3,own,4933,40702,2,York,3557,4064,2,No
703,4,rent,2755,81103,1,Cumberland,2862,3922,3,No
704,4,own,3359,96876,3,Cumberland,3317,3943,1,No
705,3,own,2298,66677,1,Cumberland,2553,2666,1,Yes
706,3,rent,3316,62039,2,Cumberland,3175,3181,2,No
707,3,rent,3034,55006,1,Sagadahoc,2828,3257,1,No
708,3,own,3651,65641,1,York,744,3569,3,No
709,5,own,3442,101988,2,Cumberland,1658,3382,2,Yes
710,5,own,4118,92842,2,York,3076,3582,3,Yes
711,2,own,2682,71682,2,Cumberland,2175,3395,1,Yes
712,4,own,1793,52822,1,Cumberland,3404,2995,1,No
713,4,own,4324,71791,2,York,1333,4181,2,No
714,3,rent,2806,96843,2,Cumberland,2981,3549,2,No
715,4,own,3375,65885,2,York,2847,3847,3,No
716,2,own,2586,46662,0,Cumberland,4619,2956,1,Yes
717,4,rent,2606,76394,1,Cumberland,3247,3075,2,No
718,3,rent,3657,64184,2,York,3473,3767,2,No
719,3,own,2889,67857,1,Cumberland,2620,4147,1,No
720,3,own,1632,81639,0,Sagadahoc,2748,2888,1,No
721,3,own,3270,98740,0,Cumberland,1959,3335,2,No
722,3,own,3290,117374,1,York,2924,4334,2,No
723,3,own,2383,82857,0,Sagadahoc,2747,2294,2,Yes
724,3,own,3300,67642,2,Cumberland,4626,3364,1,No
725,2,own,4673,67239,2,York,791,3802,2,Yes
726,3,own,1443,63410,1,Sagadahoc,2298,1831,2,Yes
727,5,own,2288,74769,2,Cumberland,1483,2700,1,Yes
728,3,own,2836,75128,2,Cumberland,3938,3727,2,Yes
729,3,rent,3902,52471,2,York,3387,3783,2,No
730,3,own,3116,44076,2,Cumberland,1902,3614,2,No
731,5,rent,3265,65651,0,York,2340,4565,1,No
732,2,own,3635,69996,1,York,2651,3535,1,Yes
733,3,own,3102,44949,1,Sagadahoc,2033,2421,2,No
734,2,own,3001,96376,2,Cumberland,2518,3121,1,No
735,3,rent,2898,108816,1,Sagadahoc,3000,2675,3,No
736,4,rent,2613,47441,0,Cumberland,2325,2917,2,No
737,2,own,4875,64957,1,York,2719,3438,1,Yes
738,2,own,1632,52212,2,Cumberland,2334,3896,3,No
739,4,own,2913,46408,1,Cumberland,2941,3379,1,Yes
740,3,own,2327,53246,1,Cumberland,3358,3717,2,Yes
741,3,rent,2358,95586,1,Sagadahoc,3275,2230,2,No
742,2,own,2753,47521,3,Cumberland,3094,3591,1,Yes
743,3,rent,2397,75934,1,Cumberland,867,4949,2,No
744,2,own,2820,69398,1,Cumberland,2120,2977,2,Yes
745,2,own,4220,77243,1,York,2226,3464,1,Yes
746,3,own,2942,34255,0,Sagadahoc,2805,2739,1,Yes
747,3,own,2287,58366,1,Cumberland,2506,3434,1,No
748,3,rent,2244,88938,2,Cumberland,3241,3135,2,No
749,2,rent,1679,69598,2,Sagadahoc,4037,2262,3,No
750,3,own,3487,104217,2,York,1743,4545,1,Yes
751,3,own,3174,63553,1,Cumberland,1880,3340,2,No
752,3,own,1953,59413,2,Cumberland,2508,3579,1,No
753,2,own,3838,105542,2,Cumberland,3159,2969,2,Yes
754,4,own,3792,79883,2,York,2160,4101,1,No
755,4,own,3621,51000,1,York,2887,4115,3,No
756,3,own,2997,72329,1,Cumberland,2964,3133,2,No
757,3,own,1579,55023,1,Cumberland,3068,2981,2,Yes
758,3,rent,2356,69758,1,Cumberland,2328,3435,2,No
759,4,own,2962,84230,0,Cumberland,2714,4477,3,Yes
760,3,rent,2254,94896,3,Cumberland,3892,3402,1,No
761,4,rent,4048,103910,2,York,2053,4324,2,No
762,2,own,3975,54010,2,York,1182,4607,2,No
763,2,own,3554,91477,0,York,2540,4090,1,Yes
764,2,own,2124,73480,1,Cumberland,2422,3280,1,Yes
765,4,own,2371,42192,2,Cumberland,2539,3950,1,Yes
766,4,own,3340,75919,2,Cumberland,2715,3450,1,Yes
767,3,own,4201,99988,1,York,1675,3926,1,No
768,4,rent,3095,117648,2,Cumberland,1993,4141,2,No
769,3,own,2892,106364,1,Sagadahoc,3048,2116,2,Yes
770,3,own,2814,70156,2,Cumberland,2344,4476,2,Yes
771,3,own,2893,40337,1,Cumberland,2647,3212,1,No
772,3,own,2923,105145,2,Cumberland,2756,3895,3,No
773,2,own,3407,84131,2,Cumberland,2375,3325,2,No
774,4,rent,2135,56404,0,Cumberland,2333,2432,3,No
775,5,own,3113,86406,2,York,2824,3645,3,Yes
776,2,own,5085,62765,2,York,2033,3726,1,No
777,3,own,2795,85532,1,Sagadahoc,1519,1981,2,Yes
778,3,rent,2734,80393,1,Cumberland,3249,3264,1,No
779,3,own,3498,60797,2,Cumberland,1579,3132,2,Yes
780,5,own,3966,45989,2,York,3397,3966,2,No
781,4,own,2890,63523,0,Cumberland,1059,2789,2,Yes
782,4,own,3082,111744,2,Cumberland,3300,3509,2,No
783,4,own,2806,55680,3,Cumberland,2664,3338,3,No
784,2,own,1921,34375,0,Cumberland,3078,3877,1,No
785,5,own,2663,107607,1,Cumberland,2139,3867,1,No
786,4,own,3323,72511,1,York,2779,3885,2,No
787,4,own,4882,114722,3,York,2570,4589,3,Yes
788,3,own,2593,36958,2,Cumberland,3019,3927,2,No
789,3,own,3569,80152,3,Cumberland,1642,3887,2,No
790,3,rent,2506,56359,1,Cumberland,2979,3393,3,No
791,2,own,3039,51622,1,Cumberland,3445,2814,2,No
792,2,rent,4308,97824,1,York,2068,3972,2,No
793,3,own,3994,101326,1,York,2476,5352,2,No
794,2,own,4283,72196,1,York,2469,3829,2,No
795,3,own,3051,91597,2,Cumberland,2249,4088,2,Yes
796,3,own,3002,86030,2,Cumberland,2272,3436,3,Yes
797,3,own,2547,95204,2,Cumberland,1752,4285,2,No
798,2,rent,2550,70476,1,Cumberland,2681,3603,2,No
799,3,own,2724,86454,2,Cumberland,2196,3895,2,Yes
800,2,own,1934,76541,2,Sagadahoc,2536,2071,1,No
801,2,own,4183,63046,1,York,3027,3420,0,No
802,2,own,3863,108839,1,York,2983,3900,1,Yes
803,3,own,3446,80406,1,York,3551,3151,2,Yes
804,4,own,4666,101047,2,York,3485,3758,3,No
805,2,own,2191,61942,2,Cumberland,3218,2866,2,Yes
806,2,own,2848,89775,2,Cumberland,1590,4305,1,Yes
807,3,own,4764,70991,2,York,2834,4522,2,Yes
808,4,own,4034,75645,2,York,2971,2980,2,Yes
809,4,own,3188,85789,1,York,1857,4104,3,No
810,2,own,3812,62877,2,York,3439,3653,2,No
811,3,own,3845,76588,1,York,2298,3948,1,Yes
812,3,own,4661,111115,2,York,4097,3565,1,No
813,3,own,2500,56650,2,Cumberland,2847,3899,3,Yes
814,3,rent,2965,55701,3,Sagadahoc,2328,4266,2,No
815,3,own,3602,68977,1,York,2291,2896,1,No
816,4,own,2892,77340,2,Cumberland,2540,2879,2,No
817,3,own,2494,57441,2,Cumberland,3784,3669,2,Yes
818,2,own,2823,67992,1,Cumberland,3308,2480,1,No
819,3,own,2111,94631,0,Cumberland,3329,3130,3,Yes
820,3,own,3905,71601,3,York,3384,3636,2,No
821,3,own,4394,100359,1,York,1373,4594,2,No
822,3,own,2809,90554,2,Sagadahoc,1704,3810,2,Yes
823,4,own,4113,98522,1,York,2625,5323,2,No
824,4,own,2320,87471,1,Cumberland,2948,2969,3,Yes
825,3,own,2945,90443,2,York,3326,2630,2,Yes
826,3,rent,2074,75070,1,Cumberland,2323,3893,3,No
827,2,rent,4038,82461,1,York,3575,3578,1,No
828,3,own,3011,98779,1,Cumberland,3786,1776,2,Yes
829,3,rent,3374,105099,1,York,2432,3391,2,No
830,3,rent,2885,104270,2,Cumberland,3849,2881,2,No
831,3,own,3788,70130,3,York,3243,3720,2,Yes
832,4,rent,3793,61424,2,York,3563,4067,2,No
833,3,own,3838,69159,2,York,4208,4169,2,No
834,2,own,2323,76231,2,Cumberland,4481,3886,1,No
835,4,own,4849,54411,2,York,2051,3337,3,No
836,4,own,2624,50433,2,Cumberland,3776,4017,2,No
837,4,own,2399,54303,2,Cumberland,2504,3720,3,Yes
838,4,rent,4002,42032,1,York,2571,2923,3,No
839,3,own,2293,81505,1,Cumberland,2976,4382,0,No
840,3,rent,2519,54155,2,Sagadahoc,3275,2120,1,No
841,4,rent,4524,31762,2,York,3607,4231,1,No
842,3,own,4127,81126,3,York,2992,3442,1,Yes
843,4,rent,2660,84775,1,Cumberland,1815,3269,2,No
844,3,own,1846,16995,2,Cumberland,3015,2872,1,Yes
845,3,own,2132,53126,1,Cumberland,2223,2285,1,Yes
846,3,own,3725,55371,1,York,1491,3754,2,No
847,2,own,3211,59025,3,Cumberland,3348,3932,3,No
848,2,own,2547,50089,2,Cumberland,1586,3616,2,Yes
849,4,own,4397,38999,1,York,2353,4547,3,Yes
850,3,own,2101,69024,2,Cumberland,2850,3100,2,No
851,3,own,2566,70873,2,Cumberland,2960,3510,2,Yes
852,2,own,4184,53107,1,York,3190,3717,2,No
853,2,own,3255,61133,1,Cumberland,3348,3482,2,No
854,4,own,1660,75595,2,Sagadahoc,4485,2894,3,Yes
855,3,rent,2167,117338,2,Cumberland,4034,3680,2,No
856,5,own,2653,80973,1,Cumberland,2177,3608,1,Yes
857,3,own,3543,85956,1,York,2200,3760,2,No
858,2,rent,2043,47014,0,Cumberland,2991,3263,3,No
859,2,rent,2675,82034,0,Cumberland,2823,3193,1,No
860,3,own,3639,56489,1,York,1834,3432,2,No
861,3,rent,2856,76773,2,Cumberland,2854,2853,2,No
862,3,own,3954,75949,2,York,2575,3983,2,No
863,5,own,3336,53837,1,York,3297,4128,1,No
864,4,own,3867,70061,1,York,1891,2976,3,Yes
865,4,own,3258,99753,3,Cumberland,2503,3287,1,Yes
866,4,rent,4403,106421,1,York,3262,3665,2,No
867,3,own,3750,62013,2,Cumberland,3583,3563,1,Yes
868,3,own,2637,64636,1,Cumberland,2128,3362,2,Yes
869,3,rent,2037,64404,1,Cumberland,4169,4619,1,No
870,3,rent,2953,29121,2,Cumberland,2273,2722,2,No
871,2,rent,1309,87925,2,Sagadahoc,1881,2054,1,No
872,2,own,2920,80498,1,Cumberland,1748,3463,3,Yes
873,4,own,2307,67241,2,Cumberland,2039,3976,3,Yes
874,2,own,3557,67568,3,Cumberland,2426,3087,1,No
875,5,rent,2736,79507,2,Cumberland,3060,3441,2,No
876,3,own,2090,91787,2,Cumberland,663,3172,2,Yes
877,3,own,1589,95645,1,Cumberland,2336,3549,2,No
878,5,rent,2276,99310,1,Cumberland,2506,3327,2,No
879,2,own,3906,59036,0,York,3522,3025,2,No
880,2,own,4057,98261,1,York,2705,3723,1,No
881,4,own,4303,69076,1,York,3026,4289,2,Yes
882,4,own,3463,40434,2,York,4070,3614,3,No
883,3,own,4889,60308,1,York,1798,4296,2,No
884,3,own,3075,90796,2,Cumberland,2188,3568,2,No
885,5,own,4564,49043,0,York,2140,3050,2,Yes
886,3,own,1991,59780,1,Cumberland,2291,3785,2,No
887,3,own,4062,81134,2,Cumberland,1145,3908,1,No
888,3,own,2587,72920,0,Cumberland,2614,3572,1,Yes
889,3,own,1426,75867,2,Cumberland,2464,2617,2,Yes
890,3,own,3550,55139,1,Cumberland,1793,3919,1,No
891,3,rent,2565,68741,2,Cumberland,2885,2939,2,No
892,4,own,2951,83558,0,Sagadahoc,2226,2224,3,Yes
893,4,own,2304,95349,2,Sagadahoc,3873,2748,1,Yes
894,3,own,3005,105765,2,Cumberland,2384,3309,2,Yes
895,5,rent,2795,51294,2,Sagadahoc,2484,3222,2,No
896,4,own,4093,77341,2,York,1731,3123,1,Yes
897,5,own,3171,66358,1,Cumberland,3210,4320,3,No
898,3,own,3776,109409,1,York,2884,4149,2,Yes
899,3,own,2523,48948,3,Cumberland,3159,3141,0,No
900,3,own,2394,97114,1,Cumberland,2520,3736,2,No
901,4,own,4116,68316,3,York,2352,3143,3,Yes
902,3,own,1590,71252,1,Cumberland,2381,3411,2,No
903,2,own,4543,58580,3,York,2615,4072,1,Yes
904,3,own,2694,71941,1,Cumberland,3374,2865,1,No
905,3,own,3987,77727,3,York,2704,4088,1,Yes
906,5,own,4561,76997,1,York,3305,3036,1,No
907,2,own,3316,96021,3,York,2450,3639,2,Yes
908,3,rent,4597,79662,2,York,2509,3755,1,No
909,6,rent,4130,78248,0,York,3985,3821,1,No
910,4,own,4127,76639,1,York,2089,4007,1,Yes
911,3,own,1880,74367,2,Sagadahoc,1813,2665,1,No
912,4,own,3597,74176,2,York,2810,3710,1,No
913,5,own,3683,68833,1,York,3774,3826,2,Yes
914,3,own,4290,83790,2,York,2651,3867,1,No
915,4,rent,3503,78444,1,Cumberland,2395,3024,2,No
916,3,own,3664,52123,1,York,2380,3742,1,No
917,4,own,2126,58953,2,Cumberland,1377,3344,2,No
918,4,own,4015,72835,1,York,2481,4205,3,Yes
919,3,own,2687,66510,1,Cumberland,3177,2495,1,Yes
920,4,own,3521,78033,1,Cumberland,2060,3509,1,Yes
921,4,own,2112,57690,2,Cumberland,3757,3136,2,Yes
922,4,rent,2885,61728,1,York,1961,4912,1,No
923,4,own,4047,56020,0,York,2116,4466,3,No
924,3,rent,4237,87915,2,York,2846,4268,2,No
925,3,own,4234,35133,3,York,754,3745,2,Yes
926,3,own,3358,50443,1,York,3642,3423,2,Yes
927,3,own,2196,96738,2,Sagadahoc,3219,2580,2,Yes
928,3,own,2939,97750,0,Cumberland,2750,4263,3,No
